building_count,divipola,source,name,department,total_rooftop_sqm,mean_area_sqm,min_confidence_used,computed_at,median_area_sqm
183114,47001,google,SANTA MARTA,MAGDALENA,16002408.52,87.39,,2026-05-24T02:58:48+00:00,58.45
25113,23855,google,VALENCIA,CÓRDOBA,1717492.91,68.39,,2026-05-24T02:58:48+00:00,53.17
5899,50450,google,PUERTO CONCORDIA,META,474765.0,80.48,,2026-05-24T02:58:48+00:00,56.24
27033,70473,google,MORROA,SUCRE,2193964.1,81.16,,2026-05-24T02:58:48+00:00,62.05
99,19418,google,LÓPEZ,CAUCA,6681.7,67.49,,2026-05-24T02:58:48+00:00,48.16
347,52621,google,ROBERTO PAYÁN,NARIÑO,23695.99,68.29,,2026-05-24T02:58:48+00:00,55.75
12636,05120,google,CÁCERES,ANTIOQUIA,985003.45,77.95,,2026-05-24T02:58:48+00:00,54.99
7959,52256,google,EL ROSARIO,NARIÑO,473187.32,59.45,,2026-05-24T02:58:48+00:00,45.93
7686,13042,google,ARENAL,BOLÍVAR,544695.66,70.87,,2026-05-24T02:58:48+00:00,51.13
6647,52079,google,BARBACOAS,NARIÑO,477590.39,71.85,,2026-05-24T02:58:48+00:00,59.24
21852,13657,google,SAN JUAN NEPOMUCENO,BOLÍVAR,1448500.91,66.29,,2026-05-24T02:58:48+00:00,51.36
9076,54250,google,EL TARRA,NORTE DE SANTANDER,730410.11,80.48,,2026-05-24T02:58:48+00:00,61.87
6995,73555,google,PLANADAS,TOLIMA,522361.6,74.68,,2026-05-24T02:58:48+00:00,55.5
36164,81065,google,ARAUQUITA,ARAUCA,3020970.94,83.54,,2026-05-24T02:58:48+00:00,59.06
11682,19450,google,MERCADERES,CAUCA,918648.16,78.64,,2026-05-24T02:58:48+00:00,54.04
94,27150,google,CARMEN DEL DARIEN,CHOCÓ,5623.27,59.82,,2026-05-24T02:58:48+00:00,37.37
20499,13442,google,MARÍA LA BAJA,BOLÍVAR,1455881.24,71.02,,2026-05-24T02:58:48+00:00,60.04
12207,20750,google,SAN DIEGO,CESAR,904158.02,74.07,,2026-05-24T02:58:48+00:00,49.77
38252,13244,google,EL CARMEN DE BOLÍVAR,BOLÍVAR,2545456.47,66.54,,2026-05-24T02:58:48+00:00,53.2
12203,86757,google,SAN MIGUEL,PUTUMAYO,929378.75,76.16,,2026-05-24T02:58:48+00:00,60.45
6766,52418,google,LOS ANDES,NARIÑO,390400.05,57.7,,2026-05-24T02:58:48+00:00,44.52
12945,20045,google,BECERRIL,CESAR,926905.87,71.6,,2026-05-24T02:58:48+00:00,49.85
10403,19212,google,CORINTO,CAUCA,890206.91,85.57,,2026-05-24T02:58:48+00:00,66.4
22566,44090,google,DIBULLA,LA GUAJIRA,1282186.35,56.82,,2026-05-24T02:58:48+00:00,32.83
30710,05154,google,CAUCASIA,ANTIOQUIA,2801047.12,91.21,,2026-05-24T02:58:48+00:00,67.08
2904,18029,google,ALBANIA,CAQUETÁ,323678.87,111.46,,2026-05-24T02:58:48+00:00,79.85
5457,73067,google,ATACO,TOLIMA,449056.05,82.29,,2026-05-24T02:58:48+00:00,54.68
7760,05234,google,DABEIBA,ANTIOQUIA,511338.38,65.89,,2026-05-24T02:58:48+00:00,44.58
7640,05040,google,ANORÍ,ANTIOQUIA,493856.92,64.64,,2026-05-24T02:58:48+00:00,44.82
49702,52835,google,SAN ANDRES DE TUMACO,NARIÑO,3710379.86,74.65,,2026-05-24T02:58:48+00:00,60.13
32798,95001,google,SAN JOSÉ DEL GUAVIARE,GUAVIARE,3172171.82,96.72,,2026-05-24T02:58:48+00:00,65.67
20070,20400,google,LA JAGUA DE IBIRICO,CESAR,1648138.12,82.12,,2026-05-24T02:58:48+00:00,58.36
42469,23807,google,TIERRALTA,CÓRDOBA,3040826.37,71.6,,2026-05-24T02:58:48+00:00,55.5
26218,86568,google,PUERTO ASÍS,PUTUMAYO,2564374.86,97.81,,2026-05-24T02:58:48+00:00,73.43
4940,13248,google,EL GUAMO,BOLÍVAR,371589.21,75.22,,2026-05-24T02:58:48+00:00,58.49
965,27615,google,RIOSUCIO,CHOCÓ,53733.18,55.68,,2026-05-24T02:58:48+00:00,49.9
12918,86885,google,VILLAGARZÓN,PUTUMAYO,1261433.47,97.65,,2026-05-24T02:58:48+00:00,68.87
10497,50350,google,LA MACARENA,META,1113186.82,106.05,,2026-05-24T02:58:48+00:00,63.02
24041,19142,google,CALOTO,CAUCA,2791820.91,116.13,,2026-05-24T02:58:48+00:00,71.23
8598,70523,google,SAN ANTONIO DE PALMITO,SUCRE,484120.83,56.31,,2026-05-24T02:58:48+00:00,44.37
14696,13654,google,SAN JACINTO,BOLÍVAR,975636.23,66.39,,2026-05-24T02:58:48+00:00,53.34
10631,19821,google,TORIBIO,CAUCA,719620.35,67.69,,2026-05-24T02:58:48+00:00,51.51
6323,05854,google,VALDIVIA,ANTIOQUIA,440697.74,69.7,,2026-05-24T02:58:48+00:00,55.72
309,27250,google,EL LITORAL DEL SAN JUAN,CHOCÓ,38160.42,123.5,,2026-05-24T02:58:48+00:00,74.8
12251,50711,google,VISTA HERMOSA,META,1083428.83,88.44,,2026-05-24T02:58:48+00:00,66.02
11088,19455,google,MIRANDA,CAUCA,1277513.0,115.22,,2026-05-24T02:58:48+00:00,74.22
10248,86573,google,LEGUÍZAMO,PUTUMAYO,951107.47,92.81,,2026-05-24T02:58:48+00:00,63.06
